user_id,item_id,score,con_label
429,20,0,0
429,33,1,0
429,323,1,0
429,555,1,0
429,531,1,0
429,324,1,0
429,634,1,0
429,558,1,0
429,494,1,0
429,305,1,0
429,633,0,1
429,644,0,0
429,532,1,0
429,2141,1,0
429,467,1,0
429,561,1,0
429,571,1,0
429,547,1,0
429,562,1,0
429,5288,0,1
429,550,0,0
429,6161,0,1
429,579,1,1
429,533,1,0
429,544,1,0
429,549,1,0
429,588,1,0
429,32,0,0
429,624,1,0
429,598,1,0
429,540,1,0
429,605,1,0
429,1401,1,0
429,569,1,0
429,503,1,0
429,9,1,1
429,600,0,0
429,597,1,0
429,586,1,0
429,584,1,0
429,473,1,0
429,572,1,1
429,3607,0,1
107,488,1,0
107,525,1,0
107,520,1,0
107,505,1,0
107,519,0,0
107,484,1,0
107,482,1,0
191,5559,1,1
191,492,1,0
191,293,1,0
191,653,0,0
191,516,0,0
191,295,1,0
191,1,1,1
191,491,1,1
191,1094,1,0
191,3,1,1
191,4038,1,0
191,292,1,0
191,263,1,1
191,496,1,0
191,524,0,0
191,462,1,0
191,5552,1,1
191,4040,1,0
191,13,1,0
191,316,1,0
191,464,0,0
191,530,0,0
191,561,0,0
191,559,1,1
191,2425,1,0
191,529,0,0
191,463,0,0
191,608,1,0
191,562,0,0
191,8,0,0
191,2070,1,1
191,15,1,0
191,304,1,0
191,4258,1,1
191,1416,0,1
191,2545,1,0
191,312,1,0
191,5551,1,1
191,528,0,0
191,557,1,0
191,300,1,1
191,5553,1,1
191,461,1,1
191,5554,1,0
191,467,1,1
191,40,1,0
191,583,1,1
191,470,1,0
191,2434,1,0
191,309,1,1
191,604,1,0
191,18,0,0
191,2508,1,0
191,594,0,0
191,584,0,0
191,588,0,0
191,4,1,0
191,591,0,0
191,585,0,0
191,233,1,0
191,17,1,0
191,1024,0,0
191,605,0,0
191,5558,1,1
191,550,0,0
191,2435,1,0
191,596,1,1
191,589,1,0
191,2071,1,0
191,9,1,1
99,487,1,0
99,634,0,1
99,630,1,0
99,530,0,0
99,532,1,0
99,471,1,0
99,558,1,0
99,2548,0,0
99,34,1,0
99,14,1,0
99,11,1,0
99,531,0,0
99,635,0,0
99,464,1,0
99,526,1,0
99,2507,0,1
99,2164,1,0
99,1414,0,0
99,2546,0,1
99,20,1,0
99,465,1,0
99,494,1,0
99,323,1,0
99,2653,0,0
99,17,1,0
99,589,1,0
99,580,1,0
99,583,1,0
99,597,0,0
99,569,1,0
99,571,1,0
99,584,1,0
99,566,0,0
99,1407,0,0
99,533,1,0
99,588,1,0
99,545,0,0
99,468,1,0
99,585,0,0
99,572,1,0
99,604,1,0
99,547,0,0
99,19,1,0
99,605,1,0
99,473,1,0
99,594,0,0
99,18,0,0
54,464,0,0
54,34,0,1
54,17,0,0
54,323,0,0
54,233,1,0
54,531,0,0
54,324,0,0
54,548,0,0
54,8,0,0
54,2423,0,0
54,492,0,0
54,5,0,0
35,34,1,0
35,18,0,0
35,324,0,0
35,14,0,0
35,470,1,0
35,488,1,1
35,5,1,0
35,561,1,0
35,15,1,0
35,467,1,0
35,505,1,0
35,562,0,0
35,503,1,0
35,310,1,0
35,33,1,0
468,33,1,0
468,17,0,0
468,20,0,0
468,323,0,0
468,1,1,1
468,532,0,0
468,324,1,0
468,14,0,0
468,634,0,1
468,470,1,0
468,550,0,0
468,466,1,0
468,588,1,0
468,540,0,0
468,293,1,1
468,585,0,0
468,598,0,0
468,463,1,0
468,468,1,0
468,474,0,1
468,633,0,0
468,1094,0,0
468,530,0,0
468,4,1,0
353,33,1,1
353,34,1,0
353,473,0,0
353,17,1,0
353,471,1,0
353,465,0,1
353,233,1,0
353,20,1,0
353,323,0,0
353,18,0,0
353,487,0,0
353,532,1,0
353,324,1,0
353,14,1,0
353,634,0,1
353,1,1,0
353,531,1,0
353,588,1,0
353,466,0,0
353,540,1,0
353,558,0,0
353,585,0,0
353,4,1,0
353,293,1,0
353,468,0,0
353,461,1,0
353,530,0,0
353,633,0,1
353,1414,0,0
353,561,0,0
353,488,1,1
353,597,0,0
353,635,0,0
353,541,1,0
353,1405,0,0
353,545,0,0
353,533,0,0
353,547,0,0
353,528,0,0
353,589,1,0
353,496,1,0
353,1027,0,0
353,2425,1,0
353,571,0,1
353,13,1,0
353,19,1,0
353,484,0,1
353,562,1,0
353,1158,1,0
353,305,0,0
353,494,1,0
353,11,0,0
353,560,0,0
353,1156,1,0
353,526,0,0
353,521,1,0
353,6,1,0
353,575,0,0
353,2544,0,1
353,35,1,0
353,2545,1,0
